the glass sitting on the couch on the couch by the shirt in the kitchen is smart .	the glass sits on the couch on the couch by the shirt in the kitchen is smart .
the hat sitting in the park in the mall by the cup on the street by the box is surprised .	the hat sits in the park in the mall by the cup on the street by the box is surprised .
the toy sitting in the hospital in the room in the mall in the park is strong .	the toy sits in the hospital in the room in the mall in the park is strong .
the button sitting by the ring by the boat on the bed in the school is gentle .	the button sits by the ring by the boat on the bed in the school is gentle .
the bicycle sitting by the cup on the street in the museum is smart .	the bicycle sits by the cup on the street in the museum is smart .
the plate sitting in the room by the chair in the restaurant is friendly .	the plate sits in the room by the chair in the restaurant is friendly .
the crayon sitting by the toy by the shirt by the rocket in the school in the park is quiet .	the crayon sits by the toy by the shirt by the rocket in the school in the park is quiet .
the plate sitting in the school on the stool in the library on the floor is tired .	the plate sits in the school on the stool in the library on the floor is tired .
the picture sitting by the hat in the museum in the bank is gentle .	the picture sits by the hat in the museum in the bank is gentle .
the dish sitting in the room on the floor in the hospital in the mall on the ground is excited .	the dish sits in the room on the floor in the hospital in the mall on the ground is excited .
the button sitting on the chair on the chair in the school on the table by the mirror is gentle .	the button sits on the chair on the chair in the school on the table by the mirror is gentle .
the candle sitting by the rug by the ring by the shoe by the dish by the couch is tall .	the candle sits by the rug by the ring by the shoe by the dish by the couch is tall .
the plate sitting by the hat by the boat by the bottle in the mall in the hospital is kind .	the plate sits by the hat by the boat by the bottle in the mall in the hospital is kind .
the boat sitting in the restaurant by the rocket in the room on the ground is boring .	the boat sits in the restaurant by the rocket in the room on the ground is boring .
the plate sitting in the mall by the picture by the button in the restaurant in the school is kind .	the plate sits in the mall by the picture by the button in the restaurant in the school is kind .
the ship sitting in the hospital by the plate on the floor is happy .	the ship sits in the hospital by the plate on the floor is happy .
the bag sitting on the stool on the table in the school by the boat on the ground on the stool is smart .	the bag sits on the stool on the table in the school by the boat on the ground on the stool is smart .
the shoe sitting on the ground in the mall on the ground on the chair in the hospital is kind .	the shoe sits on the ground in the mall on the ground on the chair in the hospital is kind .
the rug sitting in the room in the library by the box by the car in the hospital is helpful .	the rug sits in the room in the library by the box by the car in the hospital is helpful .
the candle sitting in the room on the floor by the truck in the mall is gentle .	the candle sits in the room on the floor by the truck in the mall is gentle .
the bowl sitting in the school on the couch on the stool in the library on the ground on the couch is curious .	the bowl sits in the school on the couch on the stool in the library on the ground on the couch is curious .
the chair sitting in the park in the kitchen on the table is kind .	the chair sits in the park in the kitchen on the table is kind .
the plate sitting by the picture by the shoe by the crayon on the chair is tall .	the plate sits by the picture by the shoe by the crayon on the chair is tall .
the dish sitting by the bed by the candle in the school in the mall on the bed in the museum is young .	the dish sits by the bed by the candle in the school in the mall on the bed in the museum is young .
the bag sitting by the ring on the floor in the bank by the glass is upset .	the bag sits by the ring on the floor in the bank by the glass is upset .
the toy sitting on the stool on the couch by the bed on the chair is smart .	the toy sits on the stool on the couch by the bed on the chair is smart .
the bowl sitting in the hospital on the floor on the floor on the chair in the school is careful .	the bowl sits in the hospital on the floor on the floor on the chair in the school is careful .
the rocket sitting by the dish in the museum in the school in the bank in the school in the bank is excited .	the rocket sits by the dish in the museum in the school in the bank in the school in the bank is excited .
the book sitting by the plate by the picture by the chair is hungry .	the book sits by the plate by the picture by the chair is hungry .
the toy sitting on the table in the restaurant in the mall by the glass on the ground by the ring is curious .	the toy sits on the table in the restaurant in the mall by the glass on the ground by the ring is curious .
the box sitting by the book by the bicycle in the library by the crayon is sleepy .	the box sits by the book by the bicycle in the library by the crayon is sleepy .
the bicycle sitting on the table on the stool on the chair by the ship by the candle by the mirror is kind .	the bicycle sits on the table on the stool on the chair by the ship by the candle by the mirror is kind .
the plate sitting in the restaurant by the car on the street by the candle on the ground on the table is excited .	the plate sits in the restaurant by the car on the street by the candle on the ground on the table is excited .
the button sitting in the hospital in the hospital on the bed on the stool in the school is kind .	the button sits in the hospital in the hospital on the bed on the stool in the school is kind .
the boat sitting by the rug in the mall in the bank by the boat on the couch is nice .	the boat sits by the rug in the mall in the bank by the boat on the couch is nice .
the truck sitting in the park on the couch by the shoe is helpful .	the truck sits in the park on the couch by the shoe is helpful .
the ring sitting by the shoe in the restaurant by the truck is sleepy .	the ring sits by the shoe in the restaurant by the truck is sleepy .
the doll sitting on the street on the ground by the button by the bicycle is angry .	the doll sits on the street on the ground by the button by the bicycle is angry .
the ring sitting by the glass on the table on the stool in the library is important .	the ring sits by the glass on the table on the stool in the library is important .
the spoon sitting on the table by the bed on the chair in the school is careful .	the spoon sits on the table by the bed on the chair in the school is careful .
the rug sitting by the plane on the couch on the chair on the ground is angry .	the rug sits by the plane on the couch on the chair on the ground is angry .
the plate sitting in the mall on the chair by the spoon in the museum is healthy .	the plate sits in the mall on the chair by the spoon in the museum is healthy .
the truck sitting by the car by the window in the kitchen in the hospital on the floor is busy .	the truck sits by the car by the window in the kitchen in the hospital on the floor is busy .
the boat sitting by the shirt in the restaurant by the shirt in the school on the bed is lucky .	the boat sits by the shirt in the restaurant by the shirt in the school on the bed is lucky .
the hat sitting on the chair by the toy on the ground is happy .	the hat sits on the chair by the toy on the ground is happy .
the car sitting by the crayon on the couch in the museum is upset .	the car sits by the crayon on the couch in the museum is upset .
the mirror sitting by the picture on the bed in the hospital is upset .	the mirror sits by the picture on the bed in the hospital is upset .
the dish sitting on the street on the table by the fork by the shoe on the street on the chair is quiet .	the dish sits on the street on the table by the fork by the shoe on the street on the chair is quiet .
the spoon sitting on the couch by the doll on the bed is hungry .	the spoon sits on the couch by the doll on the bed is hungry .
the toy sitting on the floor on the floor on the ground is helpful .	the toy sits on the floor on the floor on the ground is helpful .
the hat sitting by the ring by the window by the truck by the mirror by the plane is upset .	the hat sits by the ring by the window by the truck by the mirror by the plane is upset .
the bag sitting on the stool on the table in the hospital is wrong .	the bag sits on the stool on the table in the hospital is wrong .
the doll sitting on the ground in the mall by the chair is surprised .	the doll sits on the ground in the mall by the chair is surprised .
the car sitting by the candle in the hospital by the couch by the ring is surprised .	the car sits by the candle in the hospital by the couch by the ring is surprised .
the box sitting by the bag in the bank by the car in the park in the mall is careful .	the box sits by the bag in the bank by the car in the park in the mall is careful .
the fork sitting in the bank by the boat by the glass is busy .	the fork sits in the bank by the boat by the glass is busy .
the candle sitting by the window on the floor in the bank in the restaurant by the book by the boat is surprised .	the candle sits by the window on the floor in the bank in the restaurant by the book by the boat is surprised .
the bicycle sitting on the couch on the table in the museum in the hospital by the door in the school is important .	the bicycle sits on the couch on the table in the museum in the hospital by the door in the school is important .
the fork sitting by the hat in the hospital on the ground in the library by the car in the school is upset .	the fork sits by the hat in the hospital on the ground in the library by the car in the school is upset .
the glass sitting by the shirt on the bed on the bed is tired .	the glass sits by the shirt on the bed on the bed is tired .
the car sitting by the car by the cup in the bank in the park on the street is hungry .	the car sits by the car by the cup in the bank in the park on the street is hungry .
the bicycle sitting on the ground on the floor in the restaurant on the table by the fork by the truck is surprised .	the bicycle sits on the ground on the floor in the restaurant on the table by the fork by the truck is surprised .
the shoe sitting on the floor on the ground in the school is important .	the shoe sits on the floor on the ground in the school is important .
the car sitting by the ship by the ship by the cup by the door in the bank in the hospital is excited .	the car sits by the ship by the ship by the cup by the door in the bank in the hospital is excited .
the truck sitting by the shirt by the bicycle on the ground in the restaurant is nice .	the truck sits by the shirt by the bicycle on the ground in the restaurant is nice .
the toy sitting on the street in the kitchen on the table on the floor in the school is clever .	the toy sits on the street in the kitchen on the table on the floor in the school is clever .
the hat sitting in the library by the ring in the room on the stool by the rug is angry .	the hat sits in the library by the ring in the room on the stool by the rug is angry .
the picture sitting in the museum in the park on the chair on the chair by the toy is curious .	the picture sits in the museum in the park on the chair on the chair by the toy is curious .
the box sitting by the fork on the ground by the rocket by the rug is helpful .	the box sits by the fork on the ground by the rocket by the rug is helpful .
the plate sitting by the couch in the park by the hat by the hat on the street is curious .	the plate sits by the couch in the park by the hat by the hat on the street is curious .
the bowl sitting by the truck by the bed in the room on the stool is wrong .	the bowl sits by the truck by the bed in the room on the stool is wrong .
the shirt sitting by the rug in the kitchen on the floor on the bed is upset .	the shirt sits by the rug in the kitchen on the floor on the bed is upset .
the plane sitting on the street by the crayon in the library in the restaurant in the room by the dish is careful .	the plane sits on the street by the crayon in the library in the restaurant in the room by the dish is careful .
the boat sitting by the spoon in the hospital on the ground is surprised .	the boat sits by the spoon in the hospital on the ground is surprised .
the toy sitting by the ship on the floor by the shoe by the bottle by the rocket on the couch is sleepy .	the toy sits by the ship on the floor by the shoe by the bottle by the rocket on the couch is sleepy .
the truck sitting by the bag on the table by the fork by the crayon on the street in the room is sleepy .	the truck sits by the bag on the table by the fork by the crayon on the street in the room is sleepy .
the shirt sitting by the rocket on the bed in the park on the couch by the dish by the mirror is friendly .	the shirt sits by the rocket on the bed in the park on the couch by the dish by the mirror is friendly .
the shirt sitting on the ground on the floor on the couch in the room by the rocket is tall .	the shirt sits on the ground on the floor on the couch in the room by the rocket is tall .
the plane sitting in the museum by the ship by the bicycle by the cup in the park in the bank is surprised .	the plane sits in the museum by the ship by the bicycle by the cup in the park in the bank is surprised .
the book sitting in the school by the ship in the library is young .	the book sits in the school by the ship in the library is young .
the boat sitting on the floor in the hospital by the shoe in the mall by the crayon is smart .	the boat sits on the floor in the hospital by the shoe in the mall by the crayon is smart .
the box sitting by the shoe on the table on the floor is angry .	the box sits by the shoe on the table on the floor is angry .
the mirror sitting by the plate on the floor on the couch by the spoon in the bank is sleepy .	the mirror sits by the plate on the floor on the couch by the spoon in the bank is sleepy .
the bowl sitting on the table on the chair by the cup is healthy .	the bowl sits on the table on the chair by the cup is healthy .
the book sitting in the bank by the ship on the floor in the kitchen by the dish in the restaurant is friendly .	the book sits in the bank by the ship on the floor in the kitchen by the dish in the restaurant is friendly .
the rocket sitting in the school by the book on the table on the couch by the bicycle is wrong .	the rocket sits in the school by the book on the table on the couch by the bicycle is wrong .
the hat sitting by the shirt in the bank in the mall is healthy .	the hat sits by the shirt in the bank in the mall is healthy .
the rocket sitting on the floor in the mall in the restaurant is smart .	the rocket sits on the floor in the mall in the restaurant is smart .
the box sitting on the table in the school by the car by the bottle on the bed in the mall is excited .	the box sits on the table in the school by the car by the bottle on the bed in the mall is excited .
the boat sitting by the glass in the park in the restaurant in the park by the fork is busy .	the boat sits by the glass in the park in the restaurant in the park by the fork is busy .
the glass sitting in the park in the restaurant by the fork by the truck is happy .	the glass sits in the park in the restaurant by the fork by the truck is happy .
the cup sitting in the bank in the school in the hospital on the chair in the park on the ground is friendly .	the cup sits in the bank in the school in the hospital on the chair in the park on the ground is friendly .
the window sitting on the stool on the bed on the street by the car by the mirror is tired .	the window sits on the stool on the bed on the street by the car by the mirror is tired .
the rug sitting on the floor by the truck in the school by the shoe in the restaurant by the bottle is helpful .	the rug sits on the floor by the truck in the school by the shoe in the restaurant by the bottle is helpful .
the book sitting on the chair in the kitchen in the school is bored .	the book sits on the chair in the kitchen in the school is bored .
the candle sitting in the hospital in the room on the bed by the doll is boring .	the candle sits in the hospital in the room on the bed by the doll is boring .
the doll sitting in the library by the window on the couch by the chair in the hospital is friendly .	the doll sits in the library by the window on the couch by the chair in the hospital is friendly .
the fork sitting on the street on the street in the bank by the shirt on the stool by the doll is busy .	the fork sits on the street on the street in the bank by the shirt on the stool by the doll is busy .
the mirror sitting on the stool on the stool on the stool by the couch on the stool is upset .	the mirror sits on the stool on the stool on the stool by the couch on the stool is upset .
the plate sitting by the shirt on the street on the floor by the mirror is curious .	the plate sits by the shirt on the street on the floor by the mirror is curious .
the picture sitting on the table by the picture in the room by the plane is boring .	the picture sits on the table by the picture in the room by the plane is boring .
the door sitting in the museum on the floor on the street on the ground on the ground is confused .	the door sits in the museum on the floor on the street on the ground on the ground is confused .
the fork sitting by the fork by the rug in the park by the ring on the floor by the bottle is lucky .	the fork sits by the fork by the rug in the park by the ring on the floor by the bottle is lucky .
the hat sitting on the chair by the plate by the shirt in the restaurant on the floor in the kitchen is important .	the hat sits on the chair by the plate by the shirt in the restaurant on the floor in the kitchen is important .
the toy sitting in the mall in the park by the bowl in the kitchen is helpful .	the toy sits in the mall in the park by the bowl in the kitchen is helpful .
the couch sitting by the doll in the bank by the candle is confused .	the couch sits by the doll in the bank by the candle is confused .
the glass sitting in the school in the restaurant by the bed is healthy .	the glass sits in the school in the restaurant by the bed is healthy .
the book sitting by the picture by the bag on the couch is surprised .	the book sits by the picture by the bag on the couch is surprised .
the bicycle sitting by the rocket by the cup on the ground by the toy on the bed by the bed is excited .	the bicycle sits by the rocket by the cup on the ground by the toy on the bed by the bed is excited .
the bag sitting in the school on the bed by the window by the chair in the mall is sleepy .	the bag sits in the school on the bed by the window by the chair in the mall is sleepy .
the mirror sitting in the school by the plane on the street is upset .	the mirror sits in the school by the plane on the street is upset .
the chair sitting on the floor in the room in the park in the library is helpful .	the chair sits on the floor in the room in the park in the library is helpful .
the ring sitting in the hospital by the book on the chair is helpful .	the ring sits in the hospital by the book on the chair is helpful .
the glass sitting in the hospital on the bed by the spoon by the car in the mall in the park is healthy .	the glass sits in the hospital on the bed by the spoon by the car in the mall in the park is healthy .
the bicycle sitting in the room by the toy on the table by the dish by the bicycle is helpful .	the bicycle sits in the room by the toy on the table by the dish by the bicycle is helpful .
the car sitting in the school by the book on the stool in the room is young .	the car sits in the school by the book on the stool in the room is young .
the fork sitting in the restaurant by the spoon by the book is young .	the fork sits in the restaurant by the spoon by the book is young .
the boat sitting in the library in the school by the ring by the glass in the museum by the rocket is busy .	the boat sits in the library in the school by the ring by the glass in the museum by the rocket is busy .
the doll sitting by the button by the bag on the chair is tall .	the doll sits by the button by the bag on the chair is tall .
the mirror sitting on the ground on the table on the chair by the book in the restaurant is quiet .	the mirror sits on the ground on the table on the chair by the book in the restaurant is quiet .
the dish sitting on the table on the street on the stool by the glass on the floor is smart .	the dish sits on the table on the street on the stool by the glass on the floor is smart .
the spoon sitting on the table on the floor on the street on the table is clever .	the spoon sits on the table on the floor on the street on the table is clever .
the plane sitting on the table in the room on the bed by the door by the rug in the kitchen is curious .	the plane sits on the table in the room on the bed by the door by the rug in the kitchen is curious .
the car sitting by the candle by the shirt by the shirt is friendly .	the car sits by the candle by the shirt by the shirt is friendly .
the crayon sitting by the doll on the couch by the box in the mall by the window in the bank is important .	the crayon sits by the doll on the couch by the box in the mall by the window in the bank is important .
the plate sitting by the glass on the table by the couch is bored .	the plate sits by the glass on the table by the couch is bored .
the crayon sitting by the book by the couch in the park by the book in the museum is curious .	the crayon sits by the book by the couch in the park by the book in the museum is curious .
the car sitting in the mall in the room in the park is tired .	the car sits in the mall in the room in the park is tired .
the bicycle sitting by the shoe on the stool on the couch on the table is upset .	the bicycle sits by the shoe on the stool on the couch on the table is upset .
the couch sitting in the kitchen on the floor by the bag by the bed is hungry .	the couch sits in the kitchen on the floor by the bag by the bed is hungry .
the hat sitting on the chair in the museum by the bottle by the bottle on the ground in the park is wrong .	the hat sits on the chair in the museum by the bottle by the bottle on the ground in the park is wrong .
the car sitting in the park in the hospital on the couch by the spoon in the museum is important .	the car sits in the park in the hospital on the couch by the spoon in the museum is important .
the fork sitting on the table in the museum by the book on the floor is boring .	the fork sits on the table in the museum by the book on the floor is boring .
the plate sitting in the restaurant on the street on the street in the kitchen by the car is upset .	the plate sits in the restaurant on the street on the street in the kitchen by the car is upset .
the rug sitting in the school by the picture on the table is clever .	the rug sits in the school by the picture on the table is clever .
the cup sitting on the couch in the hospital on the street in the restaurant in the mall is angry .	the cup sits on the couch in the hospital on the street in the restaurant in the mall is angry .
the bicycle sitting on the bed in the bank by the hat is strong .	the bicycle sits on the bed in the bank by the hat is strong .
the cup sitting by the picture by the spoon by the chair is kind .	the cup sits by the picture by the spoon by the chair is kind .
the bowl sitting on the stool in the mall in the library is angry .	the bowl sits on the stool in the mall in the library is angry .
the rocket sitting by the toy in the school by the rug in the museum on the chair is curious .	the rocket sits by the toy in the school by the rug in the museum on the chair is curious .
the bottle sitting on the table by the shoe on the bed on the couch in the kitchen is quiet .	the bottle sits on the table by the shoe on the bed on the couch in the kitchen is quiet .
the toy sitting by the doll on the couch by the boat in the park in the school on the ground is busy .	the toy sits by the doll on the couch by the boat in the park in the school on the ground is busy .
the box sitting on the street by the book on the couch is clever .	the box sits on the street by the book on the couch is clever .
the boat sitting in the museum by the glass on the ground by the chair on the ground in the room is sleepy .	the boat sits in the museum by the glass on the ground by the chair on the ground in the room is sleepy .
the shirt sitting on the street on the stool by the doll is excited .	the shirt sits on the street on the stool by the doll is excited .
the bicycle sitting in the school by the bag by the doll by the rocket in the hospital by the bag is hungry .	the bicycle sits in the school by the bag by the doll by the rocket in the hospital by the bag is hungry .
the glass sitting by the spoon in the restaurant on the ground by the couch in the mall is lucky .	the glass sits by the spoon in the restaurant on the ground by the couch in the mall is lucky .
the plane sitting in the library in the library on the bed by the car on the bed is happy .	the plane sits in the library in the library on the bed by the car on the bed is happy .
the doll sitting by the fork in the hospital on the couch is wrong .	the doll sits by the fork in the hospital on the couch is wrong .
the rocket sitting by the couch on the stool in the park by the truck is sleepy .	the rocket sits by the couch on the stool in the park by the truck is sleepy .
the book sitting by the plate on the ground by the shirt on the couch in the room is careful .	the book sits by the plate on the ground by the shirt on the couch in the room is careful .
the door sitting in the school by the car on the street is tall .	the door sits in the school by the car on the street is tall .
the toy sitting on the floor in the mall on the stool is healthy .	the toy sits on the floor in the mall on the stool is healthy .
the crayon sitting in the library by the couch on the stool in the restaurant on the couch is confused .	the crayon sits in the library by the couch on the stool in the restaurant on the couch is confused .
the box sitting on the street by the car on the street by the bicycle is excited .	the box sits on the street by the car on the street by the bicycle is excited .
the shirt sitting on the bed in the kitchen by the box by the hat is angry .	the shirt sits on the bed in the kitchen by the box by the hat is angry .
the couch sitting on the chair by the toy on the street by the rug in the hospital on the bed is tall .	the couch sits on the chair by the toy on the street by the rug in the hospital on the bed is tall .
the boat sitting by the bowl on the stool by the button in the hospital by the bowl is bored .	the boat sits by the bowl on the stool by the button in the hospital by the bowl is bored .
the bag sitting by the door on the table in the room is quiet .	the bag sits by the door on the table in the room is quiet .
the toy sitting by the rug on the street on the bed by the book in the mall on the ground is healthy .	the toy sits by the rug on the street on the bed by the book in the mall on the ground is healthy .
the bowl sitting by the book on the couch on the chair on the floor by the ship is hungry .	the bowl sits by the book on the couch on the chair on the floor by the ship is hungry .
the plate sitting in the museum by the rocket by the cup is kind .	the plate sits in the museum by the rocket by the cup is kind .
the door sitting on the bed by the book by the shirt by the book by the fork by the bed is smart .	the door sits on the bed by the book by the shirt by the book by the fork by the bed is smart .
the bag sitting by the book by the rug in the park on the street on the table on the chair is clever .	the bag sits by the book by the rug in the park on the street on the table on the chair is clever .
the picture sitting on the ground by the fork in the museum is boring .	the picture sits on the ground by the fork in the museum is boring .
the boat sitting by the mirror by the crayon in the bank by the book on the bed in the hospital is confused .	the boat sits by the mirror by the crayon in the bank by the book on the bed in the hospital is confused .
the chair sitting by the dish on the table by the bowl in the park is confused .	the chair sits by the dish on the table by the bowl in the park is confused .
the hat sitting by the bag by the rocket on the floor by the door is tired .	the hat sits by the bag by the rocket on the floor by the door is tired .
the couch sitting on the ground on the couch in the school on the street is gentle .	the couch sits on the ground on the couch in the school on the street is gentle .
the car sitting on the street in the school on the couch on the bed on the table in the school is young .	the car sits on the street in the school on the couch on the bed on the table in the school is young .
the rocket sitting in the museum on the bed on the table by the box is quiet .	the rocket sits in the museum on the bed on the table by the box is quiet .
the candle sitting by the ship on the floor by the candle in the school is upset .	the candle sits by the ship on the floor by the candle in the school is upset .
the fork sitting in the bank on the stool by the ring on the chair on the table on the stool is friendly .	the fork sits in the bank on the stool by the ring on the chair on the table on the stool is friendly .
the bicycle sitting in the school in the park on the chair by the box in the mall in the museum is friendly .	the bicycle sits in the school in the park on the chair by the box in the mall in the museum is friendly .
the box sitting in the library on the floor on the chair by the chair by the glass by the plate is strong .	the box sits in the library on the floor on the chair by the chair by the glass by the plate is strong .
the rocket sitting by the fork by the hat by the window by the candle by the plane by the crayon is careful .	the rocket sits by the fork by the hat by the window by the candle by the plane by the crayon is careful .
the button sitting on the bed by the box by the spoon on the street is kind .	the button sits on the bed by the box by the spoon on the street is kind .
the button sitting by the rocket on the table on the bed in the museum is surprised .	the button sits by the rocket on the table on the bed in the museum is surprised .
the window sitting on the floor by the spoon on the chair by the plane on the ground on the ground is friendly .	the window sits on the floor by the spoon on the chair by the plane on the ground on the ground is friendly .
the toy sitting by the picture on the floor on the bed by the bowl is nice .	the toy sits by the picture on the floor on the bed by the bowl is nice .
the hat sitting on the floor on the ground in the hospital in the restaurant by the spoon is surprised .	the hat sits on the floor on the ground in the hospital in the restaurant by the spoon is surprised .
the shoe sitting on the chair in the restaurant on the bed by the button is careful .	the shoe sits on the chair in the restaurant on the bed by the button is careful .
the box sitting by the picture on the table by the chair by the picture in the museum in the library is excited .	the box sits by the picture on the table by the chair by the picture in the museum in the library is excited .
the bicycle sitting in the room in the mall in the park is nice .	the bicycle sits in the room in the mall in the park is nice .
the bottle sitting on the street in the restaurant in the library in the kitchen is curious .	the bottle sits on the street in the restaurant in the library in the kitchen is curious .
the bicycle sitting on the chair by the bowl on the chair by the bag by the truck is strong .	the bicycle sits on the chair by the bowl on the chair by the bag by the truck is strong .
the couch sitting in the mall on the ground on the table in the room is curious .	the couch sits in the mall on the ground on the table in the room is curious .
the glass sitting in the museum on the floor on the couch on the bed by the ring is boring .	the glass sits in the museum on the floor on the couch on the bed by the ring is boring .
the door sitting on the street by the bed by the truck on the street in the school on the stool is surprised .	the door sits on the street by the bed by the truck on the street in the school on the stool is surprised .
the truck sitting by the dish on the floor in the school on the street on the bed is helpful .	the truck sits by the dish on the floor in the school on the street on the bed is helpful .
the book sitting by the glass by the hat on the ground in the museum is friendly .	the book sits by the glass by the hat on the ground in the museum is friendly .
the chair sitting by the shoe in the kitchen by the book is friendly .	the chair sits by the shoe in the kitchen by the book is friendly .
the button sitting on the chair by the glass in the hospital in the museum on the floor is curious .	the button sits on the chair by the glass in the hospital in the museum on the floor is curious .
the window sitting on the table on the ground by the plate by the picture is healthy .	the window sits on the table on the ground by the plate by the picture is healthy .
the truck sitting on the bed by the candle by the doll on the ground is boring .	the truck sits on the bed by the candle by the doll on the ground is boring .
the button sitting by the spoon in the kitchen by the book on the floor on the ground is happy .	the button sits by the spoon in the kitchen by the book on the floor on the ground is happy .
the bottle sitting by the chair on the bed in the hospital in the room is nice .	the bottle sits by the chair on the bed in the hospital in the room is nice .
the plate sitting by the bed by the couch by the candle in the restaurant on the table on the ground is curious .	the plate sits by the bed by the couch by the candle in the restaurant on the table on the ground is curious .
the bowl sitting in the kitchen on the couch in the room on the chair by the window on the couch is nice .	the bowl sits in the kitchen on the couch in the room on the chair by the window on the couch is nice .
the cup sitting by the window in the museum by the hat on the stool on the street is surprised .	the cup sits by the window in the museum by the hat on the stool on the street is surprised .
the shirt sitting in the library on the ground in the school by the book on the table by the bicycle is sleepy .	the shirt sits in the library on the ground in the school by the book on the table by the bicycle is sleepy .
the chair sitting by the truck on the table by the toy by the car on the chair in the library is important .	the chair sits by the truck on the table by the toy by the car on the chair in the library is important .
the chair sitting in the restaurant in the school by the glass on the table on the chair is excited .	the chair sits in the restaurant in the school by the glass on the table on the chair is excited .
the shirt sitting by the book by the box on the bed is clever .	the shirt sits by the book by the box on the bed is clever .
the book sitting on the stool by the glass in the mall by the mirror on the stool in the school is surprised .	the book sits on the stool by the glass in the mall by the mirror on the stool in the school is surprised .
the glass sitting on the table by the bowl by the box in the kitchen is angry .	the glass sits on the table by the bowl by the box in the kitchen is angry .
the picture sitting by the button on the chair in the school in the museum in the mall is wrong .	the picture sits by the button on the chair in the school in the museum in the mall is wrong .
the bed sitting on the bed in the school by the boat in the school in the library is clever .	the bed sits on the bed in the school by the boat in the school in the library is clever .
the box sitting on the floor on the chair on the stool is gentle .	the box sits on the floor on the chair on the stool is gentle .
the chair sitting by the candle in the restaurant in the bank is confused .	the chair sits by the candle in the restaurant in the bank is confused .
the ship sitting by the rocket on the floor in the school in the park is tall .	the ship sits by the rocket on the floor in the school in the park is tall .
the car sitting by the window in the school by the bicycle is upset .	the car sits by the window in the school by the bicycle is upset .
the cup sitting on the stool by the shirt on the ground in the bank is kind .	the cup sits on the stool by the shirt on the ground in the bank is kind .
the car sitting on the street on the stool on the stool on the chair on the chair on the floor is curious .	the car sits on the street on the stool on the stool on the chair on the chair on the floor is curious .
the book sitting by the mirror in the room by the cup is angry .	the book sits by the mirror in the room by the cup is angry .
the dish sitting by the book by the ring on the table is friendly .	the dish sits by the book by the ring on the table is friendly .
the dish sitting by the spoon by the toy on the couch on the floor by the bag by the bottle is lucky .	the dish sits by the spoon by the toy on the couch on the floor by the bag by the bottle is lucky .
the truck sitting on the table by the plate in the school on the ground on the chair is excited .	the truck sits on the table by the plate in the school on the ground on the chair is excited .
the plate sitting by the shoe by the mirror on the bed by the shoe is happy .	the plate sits by the shoe by the mirror on the bed by the shoe is happy .
